-4.2,-58.6,-0.12 
-4.1,-58.6,-0.12 
-4.0,-58.6,-0.00 
-3.9,-58.6,-0.12 
-3.8,-58.6,-0.12 
-3.7,-58.6,-0.12 
-3.6,-58.6,-0.12 
-3.5,-58.6,-0.12 
-3.4,-58.6,-0.12 
-3.3,-58.6,-0.12 
-3.2,-58.6,-0.12 
-3.1,-58.6,-0.12 
-3.0,-58.6,-0.12 
-2.9,-58.6,-0.12 
-2.8,-58.6,-0.12 
-2.7,-58.6,-0.12 
-2.6,-58.6,-0.12 
-2.5,-58.6,-0.12 
-2.4,-58.6,-0.12 
-2.3,-58.6,-0.12 
-2.2,-58.6,-0.00 
-2.1,-58.6,-0.12 
-2.0,-58.6,-0.12 
-1.9,-58.6,-0.12 
-1.8,-58.6,-0.12 
-1.7,-58.6,-0.00 
-1.6,-87.9,-0.12 
-1.5,-58.6,-0.12 
-1.4,-58.6,-0.12 
-1.3,-58.6,-0.12 
-1.2,-58.6,-0.12 
-1.1,-58.6,-0.12 
-1.0,-58.6,-0.12 
-0.9,-58.6,-0.12 
-0.8,-58.6,-0.12 
-0.7,-58.6,-0.12 
-0.6,-58.6,-0.12 
-0.5,-58.6,-0.12 
-0.4,-58.6,-0.12 
-0.3,-58.6,-0.12 
-0.2,-58.6,-0.12 
-0.1,-58.6,-0.12 
0.0,-58.6,6.04 
0.1,-58.6,6.04 
0.2,-58.6,6.04 
0.3,-58.6,6.39 
0.5,0.0,6.39 
0.6,0.0,6.04 
0.7,0.0,5.69 
0.8,29.4,5.34 
0.9,29.4,5.34 
1.0,58.8,5.00 
1.1,88.2,5.00 
1.2,117.7,4.88 
1.3,147.2,4.76 
1.4,176.8,4.65 
1.5,206.4,4.65 
1.6,236.0,4.53 
1.7,265.7,4.42 
1.8,295.4,4.30 
1.9,325.1,4.07 
2.0,354.9,3.95 
2.1,414.5,3.83 
2.2,444.4,3.72 
2.3,474.3,3.60 
2.4,534.2,3.49 
2.5,594.3,3.37 
2.6,624.4,3.02 
2.7,684.7,2.32 
2.8,714.9,1.63 
2.9,745.1,0.12 
3.0,805.7,-0.23 
3.1,836.0,-0.58 
3.2,896.8,-0.93 
3.3,927.2,-1.16 
3.4,988.2,-1.16 
3.5,1018.8,-1.39 
3.6,1049.4,-1.39 
3.7,1080.0,-1.39 
3.8,1141.3,-1.51 
3.9,1172.1,-1.51 
4.0,1202.8,-1.51 
4.1,1264.5,-1.51 
4.2,1295.3,-1.51 
4.3,1326.2,-1.51 
4.4,1357.2,-1.51 
4.5,1388.2,-1.39 
4.6,1450.2,-1.51 
4.7,1481.3,-1.51 
4.8,1512.4,-1.51 
4.9,1543.6,-1.39 
5.0,1574.8,-1.39 
5.1,1606.0,-1.39 
5.2,1637.3,-1.39 
5.3,1699.9,-1.51 
5.4,1731.3,-1.39 
5.5,1731.3,-1.39 
5.6,1762.7,-1.39 
5.7,1794.1,-1.39 
5.8,1825.6,-1.39 
5.9,1857.1,-1.28 
6.0,1920.3,-1.39 
6.1,1920.3,-1.39 
6.2,1951.9,-1.39 
6.3,1983.5,-1.28 
6.4,1983.5,-1.28 
6.5,2015.2,-1.28 
6.6,2046.9,-1.28 
6.7,2078.7,-1.28 
6.8,2110.5,-1.28 
6.9,2142.3,-1.28 
7.0,2174.2,-1.28 
7.1,2174.2,-1.28 
7.2,2206.1,-1.28 
7.3,2238.0,-1.28 
7.4,2270.0,-1.28 
7.5,2270.0,-1.28 
7.6,2302.0,-1.28 
7.7,2334.1,-1.28 
7.8,2334.1,-1.28 
7.9,2366.2,-1.28 
8.0,2398.3,-1.28 
8.1,2430.4,-1.28 
8.2,2430.4,-1.28 
8.3,2462.6,-1.16 
